"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"46121","G46121","Wholesale trade services on a fee or contract basis of fuels, ores, metals and industrial chemicals",5,"","4612","","","","","",
"461211","G461211","Wholesale trade services on a fee or contract basis of solid, liquid and gaseous fuels and related products",6,"","46121","","","","","",
"461212","G461212","Wholesale trade services on a fee or contract basis of metal ores and metal in primary forms",6,"","46121","","","","","",
"461213","G461213","Wholesale trade services on a fee or contract basis of industrial chemicals, fertilisers and agrochemical products",6,"","46121","","","","","",
"4613","G4613","Wholesale trade services on a fee or contract basis of timber and building materials",4,"","461","","","","","",
"46131","G46131","Wholesale trade services on a fee or contract basis of timber and building materials",5,"","4613","","","","","",
"461311","G461311","Wholesale trade services on a fee or contract basis of timber and products of timber",6,"","46131","","","","","",
"461312","G461312","Wholesale trade services on a fee or contract basis of building materials",6,"","46131","","","","","",
"4614","G4614","Wholesale trade services on a fee or contract basis of machinery, industrial equipment, ships and aircraft",4,"","461","","","","","",
"46141","G46141","Wholesale trade services on a fee or contract basis of machinery, industrial equipment, ships and aircraft",5,"","4614","","","","","",
"461411","G461411","Wholesale trade services on a fee or contract basis of computers, software, electronic and telecommunications equipment and other office equipment",6,"","46141","","","","","",
"461412","G461412","Wholesale trade services on a fee or contract basis of ships, aircraft and other transport equipment n.e.c.",6,"","46141","","","","","",
"461419","G461419","Wholesale trade services on a fee or contract basis of other machinery and industrial equipment n.e.c.",6,"","46141","","","","","",
"4615","G4615","Wholesale trade services on a fee or contract basis of furniture, household goods, hardware and ironmongery",4,"","461","","","","","",
"46151","G46151","Wholesale trade services on a fee or contract basis of furniture, household goods, hardware and ironmongery",5,"","4615","","","","","",
"461511","G461511","Wholesale trade services on a fee or contract basis of furniture",6,"","46151","","","","","",
"461512","G461512","Wholesale trade services on a fee or contract basis of radio, television and video equipment",6,"","46151","","","","","",
"461513","G461513","Wholesale trade services on a fee or contract basis of hardware and hand tools",6,"","46151","","","","","",
"461519","G461519","Wholesale trade services on a fee or contract basis of cutlery and household goods n.e.c.",6,"","46151","","","","","",
"4616","G4616","Wholesale trade services on a fee or contract basis of textiles, clothing, fur, footwear and leather goods",4,"","461","","","","","",
"46161","G46161","Wholesale trade services on a fee or contract basis of textiles, clothing, fur, footwear and leather goods",5,"","4616","","","","","",
"461611","G461611","Wholesale trade services on a fee or contract basis of textiles",6,"","46161","This subcategory includes sales on a fee or contract basis of:
- yarn and fabrics
- household linens, curtains, net curtains and diverse household articles of textile materials","","","","",
"461612","G461612","Wholesale trade services on a fee or contract basis of clothing, fur and footwear",6,"","46161","","","","","",
"461613","G461613","Wholesale trade services on a fee or contract basis of leather goods and travel accessories",6,"","46161","","","","","",
"4617","G4617","Wholesale trade services on a fee or contract basis of food, beverages and tobacco",4,"","461","","","","","",
"46171","G46171","Wholesale trade services on a fee or contract basis of food, beverages and tobacco",5,"","4617","","","","","",
"461711","G461711","Wholesale trade services on a fee or contract basis of food",6,"","46171","","","","","",
"461712","G461712","Wholesale trade services on a fee or contract basis of beverages",6,"","46171","","","","","",
"461713","G461713","Wholesale trade services on a fee or contract basis of tobacco",6,"","46171","","","","","",
"4618","G4618","Wholesale trade services on a fee or contract basis of other particular products",4,"","461","","","","","",
"46181","G46181","Wholesale trade services on a fee or contract basis of other particular products",5,"","4618","","","","","",
"461811","G461811","Wholesale trade services on a fee or contract basis of pharmaceutical and medical goods, perfumery and toilet articles and cleaning materials",6,"","46181","","","","","",
"461812","G461812","Wholesale trade services on a fee or contract basis of games and toys, sports goods, bicycles, books, newspapers, magazines and stationary, musical instruments, watches, clocks and jewellery, photographic and optical equipment",6,"","46181","","","","","",
"461819","G461819","Wholesale trade services on a fee or contract basis of other particular products n.e.c.",6,"","46181","This subcategory includes sales on a fee or contract basis of:
- paper and paperboard
- wood in the rough
- waste and scrap and materials for recycling
- particular ranges of products n.e.c.","","","","",
"4619","G4619","Wholesale trade services on a fee or contract basis of a variety of goods",4,"","461","","","","","",
"46191","G46191","Wholesale trade services on a fee or contract basis of a variety of goods",5,"","4619","","","","","",
"461910","G461910","Wholesale trade services on a fee or contract basis of a variety of goods",6,"","46191","","","","","",
"462","G462","Wholesale trade services of agricultural raw materials and live animals",3,"","46","","","","","",
"4621","G4621","Wholesale trade services of grain, unmanufactured tobacco, seeds and animal feeds",4,"","462","","","","","",
"46211","G46211","Wholesale trade services of grain, seeds and animal feeds",5,"","4621","","","","","",
"462111","G462111","Wholesale trade services of grain",6,"","46211","","","","","",
"462112","G462112","Wholesale trade services of seeds (other than oil seeds)",6,"","46211","","","","","",
"462113","G462113","Wholesale trade services of oil seeds and oleaginous fruits",6,"","46211","","","","","",
"462114","G462114","Wholesale trade services of animal feeds",6,"","46211","","","","","",
"462119","G462119","Wholesale trade services of other agricultural raw materials n.e.c.",6,"","46211","","","","","",
"46212","G46212","Wholesale trade services of unmanufactured tobacco",5,"","4621","","","","","",
"462120","G462120","Wholesale trade services of unmanufactured tobacco",6,"","46212","","","","","",
"4622","G4622","Wholesale trade services of flowers and plants",4,"","462","","","","","",
"46221","G46221","Wholesale trade services of flowers and plants",5,"","4622","","","","","",
"462210","G462210","Wholesale trade services of flowers and plants",6,"","46221","","","","","",
"4623","G4623","Wholesale trade services of live animals",4,"","462","","","","","",
"46231","G46231","Wholesale trade services of live animals",5,"","4623","","","","","",
"462310","G462310","Wholesale trade services of live animals",6,"","46231","","This subcategory also includes:
- wholesale trade services of pet animals","","","",
"4624","G4624","Wholesale trade services of hides, skins and leather",4,"","462","","","","","",
"46241","G46241","Wholesale trade services of hides, skins and leather",5,"","4624","","","","","",
"462410","G462410","Wholesale trade services of hides, skins and leather",6,"","46241","","","","","",
"463","G463","Wholesale trade services of food, beverages and tobacco",3,"","46","","","","","",
"4631","G4631","Wholesale trade services of fruit and vegetables",4,"","463","","","","","",
"46311","G46311","Wholesale trade services of fruits and vegetables",5,"","4631","","","","","",
"463111","G463111","Wholesale trade services of fresh fruit and vegetables",6,"","46311","","","","","",
"463112","G463112","Wholesale trade services of processed fruit and vegetables",6,"","46311","","","","","",
"4632","G4632","Wholesale trade services of meat and meat products",4,"","463","","","","","",
"46321","G46321","Wholesale trade services of meat and meat products",5,"","4632","","","","","",
"463211","G463211","Wholesale trade services of meat (including poultry)",6,"","46321","","This subcategory also includes:
- wholesale trade services of poultry","","","",
"463212","G463212","Wholesale trade services of meat products (including poultry products)",6,"","46321","","This subcategory also includes:
- wholesale trade services of poultry products","","","",
"4633","G4633","Wholesale trade services of dairy products, eggs and edible oils and fats",4,"","463","","","","","",
"46331","G46331","Wholesale trade services of dairy products, eggs and edible oils and fats",5,"","4633","","","","","",
"463311","G463311","Wholesale trade services of dairy products",6,"","46331","","","","","",
"463312","G463312","Wholesale trade services of eggs",6,"","46331","","","","","",
"463313","G463313","Wholesale trade services of edible oils and fats",6,"","46331","","","","","",
"4634","G4634","Wholesale trade services of beverages",4,"","463","","","","","",
"46341","G46341","Wholesale trade services of beverages",5,"","4634","","","","","",
"463411","G463411","Wholesale trade services of juices, mineral waters, soft drinks and other non-alcoholic beverages",6,"","46341","","","","","",
"463412","G463412","Wholesale trade services of alcoholic beverages",6,"","46341","","","","","",
"4635","G4635","Wholesale trade services of tobacco products",4,"","463","","","","","",
"46351","G46351","Wholesale trade services of tobacco products",5,"","4635","","","","","",
"463510","G463510","Wholesale trade services of tobacco products",6,"","46351","","","","","",
"4636","G4636","Wholesale trade services of sugar and chocolate and sugar confectionery",4,"","463","","","","","",
"46361","G46361","Wholesale trade services of sugar, chocolate and sugar confectionery",5,"","4636","","","","","",
"463611","G463611","Wholesale trade services of sugar",6,"","46361","","","","","",
"463612","G463612","Wholesale trade services of bakery products",6,"","46361","","","","","",
"463613","G463613","Wholesale trade services of chocolate and sugar confectionery",6,"","46361","","","","","",
"4637","G4637","Wholesale trade services of coffee, tea, cocoa and spices",4,"","463","","","","","",
"46371","G46371","Wholesale trade services of coffee, tea, cocoa and spices",5,"","4637","","","","","",
"463710","G463710","Wholesale trade services of coffee, tea, cocoa and spices",6,"","46371","","","","","",
"4638","G4638","Wholesale trade services of other food, including fish, crustaceans and molluscs",4,"","463","","This class also includes:
- wholesale trade services of fish, crustaceans and molluscs","","","",
"46381","G46381","Wholesale trade services of fish, crustaceans and molluscs",5,"","4638","","","","","",
"463810","G463810","Wholesale trade services of fish, crustaceans and molluscs",6,"","46381","","","","","",
"46382","G46382","Wholesale trade services of other food products",5,"","4638","","","","","",
"463821","G463821","Wholesale trade services of homogenised food preparations and dietetic food",6,"","46382","","","","","",
"463829","G463829","Wholesale trade services of other food products n.e.c.",6,"","46382","","","","","",
"4639","G4639","Non-specialised wholesale trade services of food, beverages and tobacco",4,"","463","","","","","",
"46391","G46391","Wholesale trade services of food, beverages and tobacco, non-specialised",5,"","4639","","","","","",
"463911","G463911","Wholesale trade services of frozen food, non-specialised",6,"","46391","","","","","",
"463912","G463912","Wholesale trade services of food, not frozen, beverages and tobacco, non-specialised",6,"","46391","","","","","",
"464","G464","Wholesale trade services of household goods",3,"","46","","","","","",
"4641","G4641","Wholesale trade services of textiles",4,"","464","","","","","",
"46411","G46411","Wholesale trade services of textiles",5,"","4641","","","","","",
"464111","G464111","Wholesale trade services of yarn",6,"","46411","","","","","",
"464112","G464112","Wholesale trade services of fabrics",6,"","46411","","","","","",
"464113","G464113","Wholesale trade services of household linens, curtains and diverse household articles of textile materials",6,"","46411","","","","","",
"464114","G464114","Wholesale trade services of haberdashery",6,"","46411","","","","","",
"4642","G4642","Wholesale trade services of clothing and footwear",4,"","464","","","","","",
"46421","G46421","Wholesale trade services of clothing and footwear",5,"","4642","","","","","",
"464211","G464211","Wholesale trade services of clothing",6,"","46421","","","","","",
"464212","G464212","Wholesale trade services of footwear",6,"","46421","","","","","",
"4643","G4643","Wholesale trade services of electrical household appliances",4,"","464","","","","","",
"46431","G46431","Wholesale trade services of electrical household appliances",5,"","4643","","","","","",
"464311","G464311","Wholesale trade services of electrical household appliances, except radio, television and photographic goods",6,"","46431","","","This subcategory excludes:
- wholesale trade services of radio, television, video and DVD equipment, se 46..43.12
- wholesale trade services of photographic and optical goods, see 46.43.14","","",
"464312","G464312","Wholesale trade services of radio, television, video and DVD equipment",6,"","46431","","This subcategory also includes:
- wholesale trade services of car radio and television equipment","","","",
"464313","G464313","Wholesale trade services of records, audio and video tapes, CDs and DVDs (except blank tapes)",6,"","46431","","","This subcategory excludes:
- wholesale trade services of blank tapes, see 46.52.13","","",
"464314","G464314","Wholesale trade services of photographic and optical goods",6,"","46431","","","","","",
"4644","G4644","Wholesale trade services of china and glassware and cleaning materials",4,"","464","","","","","",
"46441","G46441","Wholesale trade services of china and glassware and cleaning materials",5,"","4644","","","","","",
"464411","G464411","Wholesale trade services of glassware, china and pottery",6,"","46441","","","","","",
"464412","G464412","Wholesale trade services of cleaning materials",6,"","46441","","","","","",
"4645","G4645","Wholesale trade services of perfume and cosmetics",4,"","464","","","","","",
"46451","G46451","Wholesale trade services of perfume and cosmetics",5,"","4645","","","","","",
"464510","G464510","Wholesale trade services of perfume and cosmetics",6,"","46451","This subcategory includes:
- wholesale trade services of perfumery, cosmetics and soaps","","","","",
"4646","G4646","Wholesale trade services of pharmaceutical goods",4,"","464","","","","","",
"46461","G46461","Wholesale trade services of pharmaceutical goods",5,"","4646","","","","","",
"464611","G464611","Wholesale trade services of basic pharmaceutical products and pharmaceutical preparations",6,"","46461","","","","","",
"464612","G464612","Wholesale trade services of surgical, medical and orthopaedic instruments and devices",6,"","46461","","","","","",
"4647","G4647","Wholesale trade services of furniture, carpets and lighting equipment",4,"","464","","","","","",
"46471","G46471","Wholesale trade services of furniture, carpets and lighting equipment",5,"","4647","","","","","",
"464711","G464711","Wholesale trade services of household furniture",6,"","46471","","","","","",
"464712","G464712","Wholesale trade services of lighting equipment",6,"","46471","","","","","",
"464713","G464713","Wholesale trade services of carpets and rugs",6,"","46471","","","","","",
"4648","G4648","Wholesale trade services of watches and jewellery",4,"","464","","","","","",
"46481","G46481","Wholesale trade services of watches and jewellery",5,"","4648","","","","","",
"464810","G464810","Wholesale trade services of watches and jewellery",6,"","46481","","","","","",
"4649","G4649","Wholesale trade services of other household goods",4,"","464","","","","","",
"46491","G46491","Wholesale trade services of cutlery and domestic metal ware, wickerwork, cork goods and other household articles n.e.c.",5,"","4649","","","","","",
"464911","G464911","Wholesale trade services of cutlery and domestic metal ware",6,"","46491","","","","","",
"464912","G464912","Wholesale trade services of wickerwork, cork goods, cooper's ware and other wooden ware",6,"","46491","","","","","",
"464919","G464919","Wholesale trade services of household articles and equipment n.e.c.",6,"","46491","","","","","",
"46492","G46492","Wholesale trade services of books, magazines and stationery",5,"","4649","","","","","",
"464921","G464921","Wholesale trade services of books",6,"","46492","","","","","",
"464922","G464922","Wholesale trade services of magazines and newspapers",6,"","46492","","","","","",
"464923","G464923","Wholesale trade services of stationery",6,"","46492","","","","","",
"46493","G46493","Wholesale trade services of other consumer goods",5,"","4649","","","","","",
"464931","G464931","Wholesale trade services of musical instruments",6,"","46493","","","","","",
"464932","G464932","Wholesale trade services of games and toys",6,"","46493","","","","","",
"464933","G464933","Wholesale trade services of sports goods (incl. bicycles)",6,"","46493","","","","","",
"464934","G464934","Wholesale trade services of leather goods and travel accessories",6,"","46493","","","","","",
"464935","G464935","Wholesale trade services of stamps and coins",6,"","46493","","","","","",
"464936","G464936","Wholesale trade services of souvenirs and arts",6,"","46493","","","","","",
"464939","G464939","Wholesale trade services of other consumer goods n.e.c.",6,"","46493","","","","","",
"465","G465","Wholesale trade services of information and communication equipment",3,"","46","","","","","",
"4651","G4651","Wholesale trade services of computers, computer peripheral equipment and software",4,"","465","","","","","",
"46511","G46511","Wholesale trade services of computers, computer peripheral equipment and software",5,"","4651","","","","","",
"465110","G465110","Wholesale trade services of computers, computer peripheral equipment and software",6,"","46511","","","","","",
"4652","G4652","Wholesale trade services of electronic and telecommunications equipment and parts",4,"","465","","","","","",
"46521","G46521","Wholesale trade services of electronic and telecommunications equipment and parts",5,"","4652","","","","","",
"465211","G465211","Wholesale trade services of telecommunications equipment and parts",6,"","46521","","","","","",
"465212","G465212","Wholesale trade services of electronic equipment and parts",6,"","46521","","","","","",
"465213","G465213","Wholesale trade services of blank audio and video tapes and diskettes, magnetic and optical disks CDs and DVDs",6,"","46521","","","","","",
"466","G466","Wholesale trade services of other machinery, equipment and supplies",3,"","46","","","","","",
"4661","G4661","Wholesale trade services of agricultural machinery, equipment and supplies",4,"","466","","","","","",
"46611","G46611","Wholesale trade services of agricultural machinery, equipment and supplies",5,"","4661","","","","","",
"466111","G466111","Wholesale trade services of agricultural and forestry machinery, equipment and supplies, including tractors",6,"","46611","","This subcategory also includes:
- wholesale trade services of tractors","","","",
"466112","G466112","Wholesale trade services of lawn and garden machinery, equipment and supplies",6,"","46611","","","","","",
"4662","G4662","Wholesale trade services of machine tools",4,"","466","","","","","",
"46621","G46621","Wholesale trade services of machine tools",5,"","4662","","","","","",
"466211","G466211","Wholesale trade services of machine tools for working wood",6,"","46621","","","","","",
"466212","G466212","Wholesale trade services of machine tools for working metal",6,"","46621","","","","","",
"466219","G466219","Wholesale trade services of machine tools for working other materials",6,"","46621","","","","","",
"4663","G4663","Wholesale trade services of mining, construction and civil engineering machinery",4,"","466","","","","","",
"46631","G46631","Wholesale trade services of mining, construction and civil engineering machinery",5,"","4663","","","","","",
"466310","G466310","Wholesale trade services of mining, construction and civil engineering machinery",6,"","46631","","","","","",
"4664","G4664","Wholesale trade services of machinery for the textile industry and of sewing and knitting machines",4,"","466","","","","","",
"46641","G46641","Wholesale trade services of machinery for the textile industry and of sewing and knitting machines",5,"","4664","","","","","",
"466410","G466410","Wholesale trade services of machinery for the textile industry and of sewing and knitting machines",6,"","46641","","","","","",
"4665","G4665","Wholesale trade services of office furniture",4,"","466","","","","","",
"46651","G46651","Wholesale trade services of office furniture",5,"","4665","","","","","",
"466510","G466510","Wholesale trade services of office furniture",6,"","46651","","","","","",
"4666","G4666","Wholesale trade services of other office machinery and equipment",4,"","466","","","","","",
"46661","G46661","Wholesale trade services of other office machinery and equipment",5,"","4666","","","","","",
"466610","G466610","Wholesale trade services of other office machinery and equipment",6,"","46661","","","","","",
"4669","G4669","Wholesale trade services of other machinery and equipment",4,"","466","","","","","",
"46691","G46691","Wholesale trade services of other machinery and equipment",5,"","4669","","","","","",
"466911","G466911","Wholesale trade services of transport equipment other than motor vehicles, motorcycles and bicycles",6,"","46691","","","","","",
"466912","G466912","Wholesale trade services of machinery and equipment related supplies",6,"","46691","","","","","",
"466913","G466913","Wholesale trade services of lifting and handling equipment",6,"","46691","","","","","",
"466914","G466914","Wholesale trade services of machinery for the food, beverages and tobacco industry",6,"","46691","","","","","",
"466915","G466915","Wholesale trade services of professional electrical machinery, apparatus and materials",6,"","46691","","","","","",
"466916","G466916","Wholesale trade services of weapons and ammunitions",6,"","46691","","","","","",
"466919","G466919","Wholesale trade services of other general and special-purpose machinery, apparatus and equipment",6,"","46691","","","","","",
"467","G467","Other specialised wholesale trade services",3,"","46","","","","","",
"4671","G4671","Wholesale trade services of solid, liquid and gaseous fuels and related products",4,"","467","","","","","",
"46711","G46711","Wholesale trade services of solid, liquid and gaseous fuels and related products",5,"","4671","","","","","",
"467111","G467111","Wholesale trade services of solid fuels",6,"","46711","","","","","",
"467112","G467112","Wholesale trade services of motor spirit, including aviation spirit",6,"","46711","","This subcategory also includes:
- wholesale trade services of aviation spirit","","","",
"467113","G467113","Wholesale trade services of other liquid and gaseous fuels and related products",6,"","46711","","","","","",
"4672","G4672","Wholesale trade services of metals and metal ores",4,"","467","","","","","",
"46721","G46721","Wholesale trade services of metals and metal ores",5,"","4672","","","","","",
"467211","G467211","Wholesale trade services of iron ores",6,"","46721","","","","","",
"467212","G467212","Wholesale trade services of non-iron ores",6,"","46721","","","","","",
"467213","G467213","Wholesale trade services of iron and steel in primary forms",6,"","46721","","","","","",
"467214","G467214","Wholesale trade services of non-iron metals in primary forms",6,"","46721","","","","","",
"4673","G4673","Wholesale trade services of wood, construction materials and sanitary equipment",4,"","467","","","","","",
"46731","G46731","Wholesale trade services of wood, construction materials and sanitary equipment",5,"","4673","","","","","",
"467311","G467311","Wholesale trade services of wood in the rough",6,"","46731","","","","","",
"467312","G467312","Wholesale trade services of products of primary processing of wood",6,"","46731","","","","","",
"467313","G467313","Wholesale trade services of sanitary equipment",6,"","46731","","","","","",
"467314","G467314","Wholesale trade services of paints, varnishes and lacquers",6,"","46731","","","","","",
"467315","G467315","Wholesale trade services of flat glass",6,"","46731","","","","","",
"467316","G467316","Wholesale trade services of other construction materials",6,"","46731","","","","","",
"467317","G467317","Wholesale trade services of wallpaper",6,"","46731","","","","","",
"467318","G467318","Wholesale trade services of floor coverings (except carpets)",6,"","46731","","","This subcategory excludes:
- wholesale trade services of carpets, see 46.47.13","","",
"4674","G4674","Wholesale trade services of hardware, plumbing and heating equipment and supplies",4,"","467","","","","","",
"46741","G46741","Wholesale trade services of hardware, plumbing and heating equipment and supplies",5,"","4674","","","","","",
"467411","G467411","Wholesale trade services of hardware",6,"","46741","","","","","",
"467412","G467412","Wholesale trade services of plumbing and heating equipment and supplies",6,"","46741","","","","","",
"467413","G467413","Wholesale trade services of hand tools",6,"","46741","","","","","",
"4675","G4675","Wholesale trade services of chemical products",4,"","467","","","","","",
"46751","G46751","Wholesale trade services of chemical products",5,"","4675","","","","","",
"467511","G467511","Wholesale trade services of fertilisers and agro-chemical products",6,"","46751","","","","","",
"467512","G467512","Wholesale trade services of industrial chemicals",6,"","46751","","","","","",
"4676","G4676","Wholesale trade services of other intermediate products",4,"","467","","","","","",
"429922","F429922","Construction works for structures of outdoor stadia and sport grounds",6,"","42992","This subcategory includes:
- construction works of structures and flatwork for stadiums and other grounds for sports played in the open air such as football, baseball, rugby, track and field sports, motor racing, cycle racing and horse racing
- constructi","","This subcategory excludes:
- site preparation and preliminary earthmoving work, see 43.12.1","","",
"429929","F429929","Construction works for civil engineering constructions n.e.c.",6,"","42992","This subcategory includes:
- subdividing and improving the land (parcels), including preparation of access to roads, communications and/or similar preliminary land improvements
- construction of other civil engineering constructions n.e.c.","","","","",
"43","F43","Specialised construction works",2,"","F","","","","","",
"431","F431","Demolition and site preparation works",3,"","43","","","","","",
"4311","F4311","Demolition works",4,"","431","","","","","",
"43111","F43111","Demolition works",5,"","4311","","","","","",
"431110","F431110","Demolition works",6,"","43111","This subcategory includes:
- wrecking and demolition works for buildings and other structures
- wrecking and demolition works for streets and highways","","","","",
"4312","F4312","Site preparation works",4,"","431","","","","","",
"43121","F43121","Site preparation works",5,"","4312","","","","","",
"431211","F431211","Soil and land preparation works; clearance works",6,"","43121","This subcategory includes:
- preparation works for agricultural land
- preparation works for making sites ready for subsequent construction works, including blasting and rock removal works
- preparation works for mining: overburden removal and other devel","","This subcategory excludes:
- drilling services incidental to petroleum and natural gas extraction, see 09.10.11
- water well drilling, see 42.21.24","","",
"431212","F431212","Excavating and earthmoving works",6,"","43121","This subcategory includes:
- digging of trenches, for utilities, urban drainage, various roadworks etc.
- digging of conventional ditches for various constructions
- contaminated top soil stripping works
- land re-creation works
- large-scale earthworks,","","","","",
"4313","F4313","Test drilling and boring works",4,"","431","","","","","",
"43131","F43131","Test drilling and boring works",5,"","4313","","","","","",
"431310","F431310","Test drilling and boring works",6,"","43131","This subcategory includes:
- test drilling and boring and core extraction works for construction, geophysical, geological or similar purposes","","This subcategory excludes:
- drilling services incidental to petroleum and natural gas extraction, see 09.10.11
- test drilling and boring support services during mining activities, see 09.90.1
- water well drilling, see 42.21.24","","",
"432","F432","Electrical, plumbing and other construction installation works",3,"","43","","","","","",
"4321","F4321","Electrical installation works",4,"","432","","","","","",
"43211","F43211","Electrical installation works",5,"","4321","","","","","",
"432110","F432110","Electrical installation works",6,"","43211","This subcategory includes:
- special trade installation works involving the installation of basic electrical wiring circuits or fittings in buildings and other construction projects
- electrical works arising from the installation of appliances
- electric","","This subcategory excludes:
- installation works of electric motors, generators and transformers in power stations, see 33.20.50
- installation works for control and safety systems for railway tracks, see 42.12.20
- sprinkler installation works, see 43.22.","","",
"4322","F4322","Plumbing, heat and air-conditioning installation works",4,"","432","","","","","",
"43221","F43221","Water plumbing, drain laying, heating, ventilation and air conditioning installation works",5,"","4322","","","","","",
"432211","F432211","Water plumbing and drain laying works",6,"","43221","This subcategory includes:
- installation works involving primary hot- and cold-water piping systems (i.e., plumbing), including sprinkler installation
- installation works of fixed sanitary ware
- associated plumbing works
- installation works of pressur","","This subcategory excludes:
- installation works of space heating apparatus, including associated pipe work, see 43.22.12","","",
"432212","F432212","Heating, ventilation and air conditioning installation works",6,"","43221","This subcategory includes:
- installation works of heating equipment (electric, gas, oil, non-electric solar energy collectors). Pipe works, duct works and related sheet metal works performed as an integral part of such works is included.
- installation a","","This subcategory excludes:
- repair and maintenance services of industrial boilers, see 33.12.14
- installation, repair and maintenance works of industrial air conditioning and refrigeration equipment, see 33.12.18, 33.20.29
- electrical installation work","","",
"43222","F43222","Gas fitting installation works",5,"","4322","","","","","",
"432220","F432220","Gas fitting installation works",6,"","43222","This subcategory includes:
- installation works for the supply of various gases (oxygen in hospitals, for example) and connection of other gas-operated equipment","","This subcategory excludes:
- space heating installation works, see 43.22.12
- ventilating and air conditioning works, see 43.22.12","","",
"4329","F4329","Other construction installation works",4,"","432","","","","","",
"43291","F43291","Other construction installation works",5,"","4329","","","","","",
"432911","F432911","Insulation works",6,"","43291","This subcategory includes:
- thermal insulation works involving weather-proofing insulating materials for exterior wall cavities
- thermal insulation works to hot and chilled water pipes, boilers and duct runs
- sound insulation works
- fireproofing works","","This subcategory excludes:
- acoustical works, see 43.39.19
- waterproofing works, see 43.99.10","","",
"432912","F432912","Fencing and railing installation works",6,"","43291","This subcategory includes:
- installation works of fences, railings and similar enclosures. The fences may be of different materials (wire, wood, steel, fibreglass) and may be used at various sites (courts, playgrounds, residential properties or industria","","","","",
"432919","F432919","Other installation works n.e.c.",6,"","43291","This subcategory includes:
- special trade installation works of lifts, escalators, travelators (moving sidewalks), including repair and maintenance
- installation works of automated and revolving doors
- installation works of blinds and awnings
- install","","","","",
"433","F433","Building completion and finishing works",3,"","43","","","","","",
"4331","F4331","Plastering works",4,"","433","","","","","",
"43311","F43311","Plastering works",5,"","4331","","","","","",
"433110","F433110","Plastering works",6,"","43311","This subcategory includes:
- construction works of interior and exterior plaster or stucco and of lathing materials
- dry walling works involving the installation of wallboard, generally of gypsum","","This subcategory excludes:
- sound insulation works, see 43.29.11","","",
"4332","F4332","Joinery installation works",4,"","433","","","","","",
"43321","F43321","Joinery installation works",5,"","4332","","","","","",
"433210","F433210","Joinery installation works",6,"","43321","This subcategory includes:
- installation works of door and window frames and of doors (except of automated or revolving), windows, shutters, slatted shutters, garage doors etc., made of any kind of material
- armouring of outside doors and installation w","","This subcategory excludes:
- installation works of fencing and railings, see 43.29.12
- installation works of automated and revolving doors, see 43.29.19
- ornamental iron work, see 43.39.11
- assembly services of self-standing furniture, see 95.24.10","","",
"4333","F4333","Floor and wall covering works",4,"","433","","","","","",
"43331","F43331","Tiling works",5,"","4333","","","","","",
"433310","F433310","Tiling works",6,"","43331","This subcategory includes:
- construction works of laying or setting ceramic, concrete or stone wall tiles, floor tiles and flagstones inside or outside of buildings and other structures
- decorative covering of exterior walls of buildings with ceramic ma","","","","",
"43332","F43332","Other floor laying and covering, wall covering and wallpapering works",5,"","4333","","","","","",
"433321","F433321","Terrazzo, marble, granite and slate works",6,"","43332","This subcategory includes:
- construction works of poured-in-place terrazzo and interior marble, granite or slate works","","This subcategory excludes:
- installation work of tiles, see 43.33.10","","",
"433329","F433329","Other floor laying and covering, wall covering and wallpapering works n.e.c.",6,"","43332","This subcategory includes:
- laying of carpeting, linoleum and other flexible floor coverings. Related finishing works are included.
- laying works of wood floors and wooden floor and wall coverings, including parquet and other wood flooring. Related fini","","This subcategory excludes:
- installation works of stone, concrete and ceramic floor tiles, see 43.33.10
- installation works of concrete floors (except concrete tiles), see 43.99.40","","",
"4334","F4334","Painting and glazing works",4,"","433","","","","","",
"43341","F43341","Painting works",5,"","4334","","","","","",
"433410","F433410","Painting works",6,"","43341","This subcategory includes:
- painting works (principally decorative) of building interiors and similar works (application of coatings, lacquer etc.)
- painting works of building exteriors (principally for protection)
- painting works of railings, gratings","","This subcategory excludes:
- painting works of markings on road surfaces, parking lots and similar surfaces, see 42.11.20
- waterproofing works, see 43.99.10","","",
"43342","F43342","Glazing works",5,"","4334","","","","","",
"433420","F433420","Glazing works",6,"","43342","This subcategory includes:
- installation works of glass cladding, mirror walls and other glass products
- closed-in works such as window glass installation works","","This subcategory excludes:
- installation of prefabricated window units, see 43.32.10","","",
"4339","F4339","Other building completion and finishing works",4,"","433","","","","","",
"43391","F43391","Other building completion and finishing works",5,"","4339","","","","","",
"433911","F433911","Ornamentation fitting works",6,"","43391","This subcategory includes:
- installation works of standard or custom fabricated sheet metal components
- decorative iron or steel works and ornamental or architectural metal works
- installation works of grilles covering radiators","","This subcategory excludes: 
- installation work of sheet metal roofing, see 43.91.19","","",
"433919","F433919","Other building completion and finishing works n.e.c.",6,"","43391","This subcategory includes:
- acoustic works involving the application of acoustic panels, tiles and other materials to interior walls and ceilings
- cleaning of new buildings after construction
- building completion and finishing works n.e.c.","","This subcategory excludes:
- sound insulation works, see 43.29.11","","",
"439","F439","Other specialised construction works",3,"","43","","","","","",
"4391","F4391","Roofing works",4,"","439","","","","","",
"43911","F43911","Roofing works",5,"","4391","","","","","",
"439111","F439111","Roof framing works",6,"","43911","This subcategory includes:
- construction works involving the installation of roof frames","","","","",
